,countriesAndTerritories,location,continent,population_year,population,date,31-12-2019_x,01-01-2020_x,02-01-2020_x,03-01-2020_x,04-01-2020_x,05-01-2020_x,06-01-2020_x,07-01-2020_x,08-01-2020_x,09-01-2020_x,10-01-2020_x,11-01-2020_x,12-01-2020_x,13-01-2020_x,14-01-2020_x,15-01-2020_x,16-01-2020_x,17-01-2020_x,18-01-2020_x,19-01-2020_x,20-01-2020_x,21-01-2020_x,22-01-2020_x,23-01-2020_x,24-01-2020_x,25-01-2020_x,26-01-2020_x,27-01-2020_x,28-01-2020_x,29-01-2020_x,30-01-2020_x,31-01-2020_x,01-02-2020_x,02-02-2020_x,03-02-2020_x,04-02-2020_x,05-02-2020_x,06-02-2020_x,07-02-2020_x,08-02-2020_x,09-02-2020_x,10-02-2020_x,11-02-2020_x,12-02-2020_x,13-02-2020_x,14-02-2020_x,15-02-2020_x,16-02-2020_x,17-02-2020_x,18-02-2020_x,19-02-2020_x,20-02-2020_x,21-02-2020_x,22-02-2020_x,23-02-2020_x,24-02-2020_x,25-02-2020_x,26-02-2020_x,27-02-2020_x,28-02-2020_x,29-02-2020_x,01-03-2020_x,02-03-2020_x,03-03-2020_x,04-03-2020_x,05-03-2020_x,06-03-2020_x,07-03-2020_x,08-03-2020_x,09-03-2020_x,10-03-2020_x,11-03-2020_x,12-03-2020_x,13-03-2020_x,14-03-2020_x,15-03-2020_x,16-03-2020_x,17-03-2020_x,18-03-2020_x,19-03-2020_x,20-03-2020_x,21-03-2020_x,22-03-2020_x,23-03-2020_x,24-03-2020_x,25-03-2020_x,26-03-2020_x,27-03-2020_x,28-03-2020_x,29-03-2020_x,30-03-2020_x,31-03-2020_x,01-04-2020_x,02-04-2020_x,03-04-2020_x,31-12-2019_y,01-01-2020_y,02-01-2020_y,03-01-2020_y,04-01-2020_y,05-01-2020_y,06-01-2020_y,07-01-2020_y,08-01-2020_y,09-01-2020_y,10-01-2020_y,11-01-2020_y,12-01-2020_y,13-01-2020_y,14-01-2020_y,15-01-2020_y,16-01-2020_y,17-01-2020_y,18-01-2020_y,19-01-2020_y,20-01-2020_y,21-01-2020_y,22-01-2020_y,23-01-2020_y,24-01-2020_y,25-01-2020_y,26-01-2020_y,27-01-2020_y,28-01-2020_y,29-01-2020_y,30-01-2020_y,31-01-2020_y,01-02-2020_y,02-02-2020_y,03-02-2020_y,04-02-2020_y,05-02-2020_y,06-02-2020_y,07-02-2020_y,08-02-2020_y,09-02-2020_y,10-02-2020_y,11-02-2020_y,12-02-2020_y,13-02-2020_y,14-02-2020_y,15-02-2020_y,16-02-2020_y,17-02-2020_y,18-02-2020_y,19-02-2020_y,20-02-2020_y,21-02-2020_y,22-02-2020_y,23-02-2020_y,24-02-2020_y,25-02-2020_y,26-02-2020_y,27-02-2020_y,28-02-2020_y,29-02-2020_y,01-03-2020_y,02-03-2020_y,03-03-2020_y,04-03-2020_y,05-03-2020_y,06-03-2020_y,07-03-2020_y,08-03-2020_y,09-03-2020_y,10-03-2020_y,11-03-2020_y,12-03-2020_y,13-03-2020_y,14-03-2020_y,15-03-2020_y,16-03-2020_y,17-03-2020_y,18-03-2020_y,19-03-2020_y,20-03-2020_y,21-03-2020_y,22-03-2020_y,23-03-2020_y,24-03-2020_y,25-03-2020_y,26-03-2020_y,27-03-2020_y,28-03-2020_y,29-03-2020_y,30-03-2020_y,31-03-2020_y,01-04-2020_y,02-04-2020_y,03-04-2020_y
97,Italy,Italy,Europe,2020.0,60461828.0,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,79.0,132.0,229.0,322.0,400.0,650.0,888.0,1128.0,1689.0,1835.0,2502.0,3089.0,3858.0,4636.0,5883.0,7375.0,9172.0,10149.0,12462.0,15113.0,17660.0,17750.0,23980.0,27980.0,31506.0,35713.0,41035.0,47021.0,53578.0,59138.0,63927.0,69176.0,74386.0,80539.0,86498.0,92472.0,97689.0,101739.0,105792.0,110574.0,115242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,11.0,12.0,17.0,21.0,29.0,35.0,52.0,80.0,107.0,148.0,197.0,233.0,366.0,464.0,631.0,827.0,1016.0,1268.0,1441.0,1811.0,2158.0,2505.0,2978.0,3407.0,4032.0,4827.0,5476.0,6077.0,6820.0,7505.0,8165.0,9136.0,10023.0,10781.0,11591.0,12430.0,13157.0,13917.0
98,Jamaica,Jamaica,North America,2020.0,2961161.0,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,8.0,,10.0,10.0,13.0,15.0,16.0,19.0,19.0,19.0,19.0,21.0,25.0,26.0,26.0,32.0,34.0,38.0,38.0,44.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
99,Japan,Japan,Asia,2020.0,126476458.0,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,7.0,11.0,14.0,15.0,19.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,29.0,30.0,38.0,52.0,59.0,59.0,66.0,84.0,93.0,105.0,132.0,144.0,144.0,164.0,186.0,210.0,230.0,239.0,254.0,254.0,268.0,317.0,349.0,408.0,455.0,488.0,514.0,568.0,619.0,675.0,737.0,780.0,814.0,824.0,829.0,873.0,950.0,1007.0,1046.0,1089.0,1128.0,1193.0,1268.0,1364.0,1499.0,1693.0,1866.0,1953.0,1953.0,2178.0,2617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,12.0,15.0,19.0,21.0,22.0,24.0,28.0,28.0,29.0,33.0,35.0,36.0,41.0,42.0,43.0,45.0,46.0,49.0,52.0,54.0,56.0,56.0,57.0,63.0
100,Jersey,Jersey,Europe,,,Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,12.0,15.0,18.0,18.0,18.0,32.0,52.0,61.0,63.0,63.0,81.0,81.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
101,Jordan,Jordan,Asia,2020.0,10203140.0,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,15.0,16.0,35.0,52.0,56.0,69.0,84.0,99.0,112.0,127.0,153.0,172.0,212.0,235.0,259.0,268.0,274.0,278.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0
102,Kazakhstan,Kazakhstan,Asia,2020.0,18776707.0,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,11.0,33.0,37.0,49.0,53.0,56.0,60.0,62.0,79.0,88.0,120.0,193.0,229.0,284.0,325.0,340.0,348.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0
103,Kenya,Kenya,Africa,2020.0,53771300.0,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,4.0,7.0,7.0,7.0,7.0,15.0,16.0,25.0,25.0,31.0,31.0,38.0,42.0,50.0,59.0,81.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
104,Kosovo,Kosovo,Europe,2020.0,1932774.0,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,19.0,19.0,21.0,24.0,24.0,31.0,61.0,63.0,71.0,79.0,86.0,86.0,86.0,106.0,112.0,112.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,Kuwait,Kuwait,Asia,2020.0,4270563.0,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,11.0,26.0,43.0,45.0,45.0,46.0,56.0,,,58.0,,61.0,64.0,65.0,69.0,72.0,80.0,100.0,104.0,112.0,123.0,130.0,142.0,148.0,159.0,176.0,188.0,189.0,191.0,195.0,208.0,225.0,235.0,255.0,266.0,289.0,317.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Kyrgyzstan,Kyrgyzstan,Asia,2020.0,6524191.0,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,14.0,14.0,16.0,42.0,44.0,44.0,58.0,84.0,84.0,84.0,107.0,112.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
107,Laos,Laos,Asia,2020.0,7275556.0,Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,6.0,6.0,6.0,6.0,9.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Latvia,Latvia,Europe,2020.0,1886202.0,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,3.0,6.0,8.0,10.0,16.0,19.0,26.0,31.0,36.0,61.0,71.0,86.0,111.0,124.0,139.0,180.0,197.0,221.0,244.0,280.0,305.0,376.0,376.0,398.0,446.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Lebanon,Lebanon,Asia,2020.0,6825442.0,Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,10.0,13.0,,,16.0,22.0,,32.0,41.0,41.0,61.0,66.0,,93.0,99.0,120.0,120.0,133.0,149.0,163.0,230.0,248.0,267.0,304.0,333.0,368.0,391.0,412.0,438.0,446.0,463.0,479.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0,2.0,2.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,8.0,10.0,11.0,12.0,12.0,16.0
110,Liberia,Liberia,Africa,2020.0,5057677.0,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Libya,Libya,Africa,2020.0,6871287.0,Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,8.0,8.0,10.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,Liechtenstein,Liechtenstein,Europe,2020.0,38137.0,Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,4.0,4.0,4.0,7.0,7.0,7.0,25.0,25.0,34.0,36.0,46.0,46.0,47.0,51.0,56.0,60.0,61.0,62.0,64.0,68.0,72.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Lithuania,Lithuania,Europe,2020.0,2722291.0,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,3.0,3.0,,6.0,9.0,14.0,17.0,25.0,33.0,48.0,69.0,105.0,143.0,179.0,209.0,274.0,299.0,358.0,394.0,484.0,484.0,533.0,581.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,8.0,9.0
114,Luxembourg,Luxembourg,Europe,2020.0,625976.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,3.0,,5.0,,7.0,7.0,26.0,38.0,,77.0,81.0,140.0,210.0,345.0,484.0,670.0,798.0,875.0,1099.0,1333.0,1453.0,1605.0,1831.0,1950.0,1988.0,2178.0,2319.0,2487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,2.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,9.0,15.0,18.0,21.0,22.0,23.0,29.0,30.0
115,Madagascar,Madagascar,Africa,2020.0,27691019.0,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,17.0,19.0,19.0,23.0,24.0,28.0,37.0,44.0,46.0,54.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Malaysia,Malaysia,Asia,2020.0,32365998.0,Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,12.0,14.0,15.0,16.0,18.0,18.0,18.0,18.0,19.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,25.0,25.0,29.0,,36.0,50.0,50.0,83.0,93.0,99.0,117.0,129.0,149.0,158.0,197.0,238.0,428.0,553.0,673.0,790.0,900.0,1030.0,1183.0,1306.0,1518.0,1624.0,1796.0,2031.0,2161.0,2320.0,2470.0,2626.0,2626.0,2908.0,3116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,10.0,14.0,15.0,19.0,23.0,26.0,27.0,34.0,37.0,37.0,45.0,50.0
117,Maldives,Maldives,Asia,2020.0,540542.0,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,6.0,8.0,,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,16.0,17.0,17.0,18.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Mali,Mali,Africa,2020.0,20250834.0,Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,9.0,18.0,18.0,18.0,28.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
119,Malta,Malta,Europe,2020.0,441539.0,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,6.0,9.0,12.0,18.0,21.0,30.0,38.0,48.0,53.0,64.0,73.0,90.0,107.0,120.0,129.0,134.0,139.0,149.0,151.0,156.0,167.0,188.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Mauritania,Mauritania,Africa,2020.0,4649660.0,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121,Mauritius,Mauritius,Africa,2020.0,1271767.0,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,14.0,28.0,36.0,42.0,48.0,81.0,94.0,102.0,110.0,128.0,143.0,154.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,7.0
